id,title,up,img,views,likes,stars,shares,coins,link,introduction,created_at,updated_at
1072938807,问题不大，终身监禁｜【海东老师】2023年3月27日直播,11083481,http://i2.hdslb.com/bfs/archive/769f433e3f953afe344ca457daec0236b510ec00.jpg,784739,19531,9421,2920,1737,http://vali-g1.cp31.ott.cibntv.net/youku/697446c85e14171c789dd2e19/030008010063EEE4E2010BE212B6CF96302AC3-4F0C-4E1C-85EC-C1951BACD94D.mp4?sid=167929725600010003194_00_B18920f2dde5e01b66b0d894b111478cb&sign=1ac94b68c382fdc16544442e8a85dd94&ctype=50&si=183&psid=85ac4a01039bd75c1105687b9bec8c1b41346,-,2023-05-30 19:41:55,
1073086589,我是新手，该买什么相机？从2k到4w，年度相机大盘点！,946974,http://i1.hdslb.com/bfs/archive/68d58e0ed9a03e89fae3162e46d123154b923000.jpg,1160379,96794,8828,21618,52673,http://vali-g1.cp31.ott.cibntv.net/youku/697446c85e14171c789dd2e19/030008010063EEE4E2010BE212B6CF96302AC3-4F0C-4E1C-85EC-C1951BACD94D.mp4?sid=167929725600010003194_00_B18920f2dde5e01b66b0d894b111478cb&sign=1ac94b68c382fdc16544442e8a85dd94&ctype=50&si=183&psid=85ac4a01039bd75c1105687b9bec8c1b41346,这次我们开启了一个全新系列，盘点市面上大部分的相机，结合自己的使用体验和市场的主流评价，挑选出不同赛道的优胜选手，希望能给你挑选相机一点帮助！如果你喜欢本期视频，别忘了给我们点赞投币！,2023-05-30 19:41:55,
1073696607,我爱我的椅子,1577804,http://i0.hdslb.com/bfs/archive/11d08c63b98529dc77a14f21bf5a3b79dac1d18b.jpg,511356,72598,4413,1878,26200,http://vali-g1.cp31.ott.cibntv.net/youku/697446c85e14171c789dd2e19/030008010063EEE4E2010BE212B6CF96302AC3-4F0C-4E1C-85EC-C1951BACD94D.mp4?sid=167929725600010003194_00_B18920f2dde5e01b66b0d894b111478cb&sign=1ac94b68c382fdc16544442e8a85dd94&ctype=50&si=183&psid=85ac4a01039bd75c1105687b9bec8c1b41346,当小马坐上了宝马电竞座椅的那一刻，一切就注定，不平凡。,2023-05-30 19:41:55,
1073815725,世界盛大灿烂，你可以是千千万万,90142376,http://i1.hdslb.com/bfs/archive/f7bf541b55b0d0a7d1214afa5c505463e5d4cb92.jpg,296346,23144,368,1208,4522,http://vali-g1.cp31.ott.cibntv.net/youku/697446c85e14171c789dd2e19/030008010063EEE4E2010BE212B6CF96302AC3-4F0C-4E1C-85EC-C1951BACD94D.mp4?sid=167929725600010003194_00_B18920f2dde5e01b66b0d894b111478cb&sign=1ac94b68c382fdc16544442e8a85dd94&ctype=50&si=183&psid=85ac4a01039bd75c1105687b9bec8c1b41346,BGM：莫西子诗 - 不要怕&啊杰咯,2023-05-30 19:41:55,
1074168145,"法国人24小时看小潮院长, 不会把自己看死了吗?",434157581,http://i0.hdslb.com/bfs/archive/fd30a505d16a83a3aaae269d46d07780de9cd425.jpg,385748,32237,885,320,2849,http://vali-g1.cp31.ott.cibntv.net/youku/697446c85e14171c789dd2e19/030008010063EEE4E2010BE212B6CF96302AC3-4F0C-4E1C-85EC-C1951BACD94D.mp4?sid=167929725600010003194_00_B18920f2dde5e01b66b0d894b111478cb&sign=1ac94b68c382fdc16544442e8a85dd94&ctype=50&si=183&psid=85ac4a01039bd75c1105687b9bec8c1b41346,我终于看了你们都推荐的中国博主小潮院长的视频! 问题是... 我挺喜欢!,2023-05-30 19:41:55,
1074209209,芬兰家人血战爆辣湘菜馆子辣到飙泪！一口剁椒一口酸豆角爽翻天！汤汁喝干净！奶茶上瘾到想马上去中国！,323024456,http://i0.hdslb.com/bfs/archive/6ec5fbbd98e4c1947539ccc95c363c954ed5196d.jpg,696049,61183,3603,563,29703,http://vali-g1.cp31.ott.cibntv.net/youku/697446c85e14171c789dd2e19/030008010063EEE4E2010BE212B6CF96302AC3-4F0C-4E1C-85EC-C1951BACD94D.mp4?sid=167929725600010003194_00_B18920f2dde5e01b66b0d894b111478cb&sign=1ac94b68c382fdc16544442e8a85dd94&ctype=50&si=183&psid=85ac4a01039bd75c1105687b9bec8c1b41346,"芬兰家人第一次见识到传说中湖南馆子爆辣程度被惊呆了！
剁椒排骨，爆辣金钱肚，酸豆角炒牛肉简直太过瘾！一口剁椒一口蒜蓉简直上头！蒜蓉粉丝虾和卤牛肉简直惊艳了侄儿侄女，获得一致好评！居然汤都被喝的干干净净？！侄子已经是奶茶专家，恨不得一天N杯奶茶，直呼想马上去中国！还有和侄儿侄女逛街的哈哈哈日常，希望大家看的开心！

*本视频含合作【摇滚动物园】谢谢大家的支持，我们才有合作的机会！",2023-05-30 19:41:55,
1074286238,这个游戏告诉你什么叫【武德】·《sifu》,28266043,http://i2.hdslb.com/bfs/archive/b754fd8bad97237d11c4323a915b86de57e9c03b.jpg,269980,26633,1639,869,15156,http://vali-g1.cp31.ott.cibntv.net/youku/697446c85e14171c789dd2e19/030008010063EEE4E2010BE212B6CF96302AC3-4F0C-4E1C-85EC-C1951BACD94D.mp4?sid=167929725600010003194_00_B18920f2dde5e01b66b0d894b111478cb&sign=1ac94b68c382fdc16544442e8a85dd94&ctype=50&si=183&psid=85ac4a01039bd75c1105687b9bec8c1b41346,"一款你以为是青铜实则是王者的游戏，《sifu》。让我在复仇游戏中体会了“饶恕你，与你何干？”的境界。【武德】的本质是什么？这款游戏为你深刻诠释。
┅┄┅┄┅┄┅┄┅┄┅┄┅┄┅┄┅┄┅┄┅┅┄┅┄┅
BGM：Sifu Digital Original Soundtrack-Howie?Lee
┅┄┅┄┅┄┅┄┅┄┅┄┅┄┅┄┅┄┅┄┅┅┄┅┄┅
本期部分精彩操作部分由以下师父们提供：
6分52秒：
片段表演：沉沦DESCEND?
片段解说：霜小花呀
素材提供：D哥不鸽?
Boss：
法贾：接受设定的大明
肖恩：老巴西
锦凤：JC橘橙
黑木&扬：空嚣亦成风吟",2023-05-30 19:41:55,
1074409876,益生菌/护肝片有用？献血有好处？那些让医生反复横跳的谣言！,208130286,http://i0.hdslb.com/bfs/archive/6573d1fd0f3abc805c9036fd0c530eea4a2f1f21.jpg,411951,23533,4157,2713,9072,http://vali-g1.cp31.ott.cibntv.net/youku/697446c85e14171c789dd2e19/030008010063EEE4E2010BE212B6CF96302AC3-4F0C-4E1C-85EC-C1951BACD94D.mp4?sid=167929725600010003194_00_B18920f2dde5e01b66b0d894b111478cb&sign=1ac94b68c382fdc16544442e8a85dd94&ctype=50&si=183&psid=85ac4a01039bd75c1105687b9bec8c1b41346,,2023-05-30 19:41:55,
1074741987,印度技能戏耍屠夫流逃生者 一挂升天被守到死的快乐你体验过吗~,946324,http://i2.hdslb.com/bfs/archive/e87eb06dbf8821a92f275b9fabaea488440c612a.jpg,286382,24408,639,280,1539,http://vali-g1.cp31.ott.cibntv.net/youku/697446c85e14171c789dd2e19/030008010063EEE4E2010BE212B6CF96302AC3-4F0C-4E1C-85EC-C1951BACD94D.mp4?sid=167929725600010003194_00_B18920f2dde5e01b66b0d894b111478cb&sign=1ac94b68c382fdc16544442e8a85dd94&ctype=50&si=183&psid=85ac4a01039bd75c1105687b9bec8c1b41346,"感谢枪手配音@Coooooowboy  
感谢凤敏配音@忙着做梦的风棂  

====================================================================

? 如果你喜欢我的视频可以点一下推荐&投币&收藏 :D

? 欢迎评论以及私信，每一条我都会看 :D

? 如果你想看更多此类视频欢迎关注 ^^@@

???? ?s ??? ?? ????.",2023-05-30 19:41:55,
1074896232,我的剑将劈开薯片!,190952664,http://i1.hdslb.com/bfs/archive/aeeb048de4726b365e638fc3c689560e69f1fd76.jpg,263998,32893,124,5203,1793,http://vali-g1.cp31.ott.cibntv.net/youku/697446c85e14171c789dd2e19/030008010063EEE4E2010BE212B6CF96302AC3-4F0C-4E1C-85EC-C1951BACD94D.mp4?sid=167929725600010003194_00_B18920f2dde5e01b66b0d894b111478cb&sign=1ac94b68c382fdc16544442e8a85dd94&ctype=50&si=183&psid=85ac4a01039bd75c1105687b9bec8c1b41346,"原视频：BV1Df4y1V7Ah
虽然他俩都不是海鸥，但也挺合理的(′?ω?`)?",2023-05-30 19:41:55,
1075001008,我的外国婆婆到底是怎么进的澡堂子,676128647,http://i0.hdslb.com/bfs/archive/ad6fcb5ae3d31ae88a3db425abbc0b9f3361b614.jpg,401243,34194,179,336,1107,http://vali-g1.cp31.ott.cibntv.net/youku/697446c85e14171c789dd2e19/030008010063EEE4E2010BE212B6CF96302AC3-4F0C-4E1C-85EC-C1951BACD94D.mp4?sid=167929725600010003194_00_B18920f2dde5e01b66b0d894b111478cb&sign=1ac94b68c382fdc16544442e8a85dd94&ctype=50&si=183&psid=85ac4a01039bd75c1105687b9bec8c1b41346,,2023-05-30 19:41:55,
1075016871,好励志，美国励志哥,415403269,http://i1.hdslb.com/bfs/archive/6cdf721e54d7323d4aa9aa707aecc7ebbfcb2823.jpg,427475,31501,293,7863,1272,http://vali-g1.cp31.ott.cibntv.net/youku/697446c85e14171c789dd2e19/030008010063EEE4E2010BE212B6CF96302AC3-4F0C-4E1C-85EC-C1951BACD94D.mp4?sid=167929725600010003194_00_B18920f2dde5e01b66b0d894b111478cb&sign=1ac94b68c382fdc16544442e8a85dd94&ctype=50&si=183&psid=85ac4a01039bd75c1105687b9bec8c1b41346,"微博@internet-garcon-pdf
好励志，美国励志哥",2023-05-30 19:41:55,
1075308912,一分钟学会新版源计划狼人！热补上线，国服前三阵容一分钟学会！ 【云顶之弈】【 金铲铲之战】,18343134,http://i2.hdslb.com/bfs/archive/0b55798dd38be15ea6d6299a2295c3d34d40f251.jpg,288709,18096,96,774,1105,http://vali-g1.cp31.ott.cibntv.net/youku/697446c85e14171c789dd2e19/030008010063EEE4E2010BE212B6CF96302AC3-4F0C-4E1C-85EC-C1951BACD94D.mp4?sid=167929725600010003194_00_B18920f2dde5e01b66b0d894b111478cb&sign=1ac94b68c382fdc16544442e8a85dd94&ctype=50&si=183&psid=85ac4a01039bd75c1105687b9bec8c1b41346,"这个不是加更挑战，这个不是加更挑战，这个不是加更挑战
加更挑战因为热补的关系，需要重新测试环境，正在制作中
不要忘记点个赞哦！",2023-05-30 19:41:55,
1075324153,你大胆辞职！退路有的是！,9094311,http://i2.hdslb.com/bfs/archive/0bccc41b3e4007d4a32866141bc9d69c9f7a4461.jpg,511596,29691,187,658,784,http://vali-g1.cp31.ott.cibntv.net/youku/697446c85e14171c789dd2e19/030008010063EEE4E2010BE212B6CF96302AC3-4F0C-4E1C-85EC-C1951BACD94D.mp4?sid=167929725600010003194_00_B18920f2dde5e01b66b0d894b111478cb&sign=1ac94b68c382fdc16544442e8a85dd94&ctype=50&si=183&psid=85ac4a01039bd75c1105687b9bec8c1b41346,,2023-05-30 19:41:55,
1075444862,直男拍照图鉴,535019206,http://i0.hdslb.com/bfs/archive/143c44bb5c4e0fa2caae0b5dd4fd93d736fbc0a4.jpg,316270,18731,380,4658,570,http://vali-g1.cp31.ott.cibntv.net/youku/697446c85e14171c789dd2e19/030008010063EEE4E2010BE212B6CF96302AC3-4F0C-4E1C-85EC-C1951BACD94D.mp4?sid=167929725600010003194_00_B18920f2dde5e01b66b0d894b111478cb&sign=1ac94b68c382fdc16544442e8a85dd94&ctype=50&si=183&psid=85ac4a01039bd75c1105687b9bec8c1b41346,直男拍照图鉴,2023-05-30 19:41:55,
1075454991,上去下不来的两个大聪明,508416316,http://i0.hdslb.com/bfs/archive/e34970aba8aecf9399dfe28f33603e82d4dddd9b.jpg,493590,63491,765,539,7873,http://vali-g1.cp31.ott.cibntv.net/youku/697446c85e14171c789dd2e19/030008010063EEE4E2010BE212B6CF96302AC3-4F0C-4E1C-85EC-C1951BACD94D.mp4?sid=167929725600010003194_00_B18920f2dde5e01b66b0d894b111478cb&sign=1ac94b68c382fdc16544442e8a85dd94&ctype=50&si=183&psid=85ac4a01039bd75c1105687b9bec8c1b41346,-,2023-05-30 19:41:55,
1075515223,龙哥霸气归来，村里要有大事发生！,3461565017754459,http://i2.hdslb.com/bfs/archive/117214bbd2fac7672add43dca41067b4dcd25cf4.jpg,480126,32977,1576,389,1271,http://vali-g1.cp31.ott.cibntv.net/youku/697446c85e14171c789dd2e19/030008010063EEE4E2010BE212B6CF96302AC3-4F0C-4E1C-85EC-C1951BACD94D.mp4?sid=167929725600010003194_00_B18920f2dde5e01b66b0d894b111478cb&sign=1ac94b68c382fdc16544442e8a85dd94&ctype=50&si=183&psid=85ac4a01039bd75c1105687b9bec8c1b41346,-,2023-05-30 19:41:55,
1075857253,没妈小猫遇见没孩猫妈妈，彼此成为彼此的救赎！,498873141,http://i0.hdslb.com/bfs/archive/00b4ac0e6698703718b0da0886d10fa131ca2d07.jpg,188848,18524,546,62,2948,http://vali-g1.cp31.ott.cibntv.net/youku/697446c85e14171c789dd2e19/030008010063EEE4E2010BE212B6CF96302AC3-4F0C-4E1C-85EC-C1951BACD94D.mp4?sid=167929725600010003194_00_B18920f2dde5e01b66b0d894b111478cb&sign=1ac94b68c382fdc16544442e8a85dd94&ctype=50&si=183&psid=85ac4a01039bd75c1105687b9bec8c1b41346,-,2023-05-30 19:41:55,
1075955026,七年以来第二次大战，小咪败～,96109598,http://i0.hdslb.com/bfs/archive/7b683520213796bac63328b93bb54e25ed5d30a3.jpg,194278,22493,240,729,673,http://vali-g1.cp31.ott.cibntv.net/youku/697446c85e14171c789dd2e19/030008010063EEE4E2010BE212B6CF96302AC3-4F0C-4E1C-85EC-C1951BACD94D.mp4?sid=167929725600010003194_00_B18920f2dde5e01b66b0d894b111478cb&sign=1ac94b68c382fdc16544442e8a85dd94&ctype=50&si=183&psid=85ac4a01039bd75c1105687b9bec8c1b41346,-,2023-05-30 19:41:55,
1075957789,这是我四年来一直做的梦,35539283,http://i1.hdslb.com/bfs/archive/9e244d9357852367b07391cd2df9f55a1b691cc3.jpg,344577,8892,569,204,2753,http://vali-g1.cp31.ott.cibntv.net/youku/697446c85e14171c789dd2e19/030008010063EEE4E2010BE212B6CF96302AC3-4F0C-4E1C-85EC-C1951BACD94D.mp4?sid=167929725600010003194_00_B18920f2dde5e01b66b0d894b111478cb&sign=1ac94b68c382fdc16544442e8a85dd94&ctype=50&si=183&psid=85ac4a01039bd75c1105687b9bec8c1b41346,回家,2023-05-30 19:41:55,
1075984023,泰坦尼克号头等舱二等舱和三等舱的食物都有什么不同？连餐具都差这么多？【叮叮猫不咬人】,1925825358,http://i1.hdslb.com/bfs/archive/3f772e7d5d842257ed6290136cee5743dc1d696e.jpg,126832,7497,759,187,1598,http://vali-g1.cp31.ott.cibntv.net/youku/697446c85e14171c789dd2e19/030008010063EEE4E2010BE212B6CF96302AC3-4F0C-4E1C-85EC-C1951BACD94D.mp4?sid=167929725600010003194_00_B18920f2dde5e01b66b0d894b111478cb&sign=1ac94b68c382fdc16544442e8a85dd94&ctype=50&si=183&psid=85ac4a01039bd75c1105687b9bec8c1b41346,啊,2023-05-30 19:41:55,2023-07-08 22:00:53
1076166115,金钟仁&边伯贤&吴世勋《Rover》舞蹈Challenge！,162151104,http://i0.hdslb.com/bfs/archive/811c1908dbe64175c2719360f7d76a5553856035.jpg,140891,23290,371,1794,1433,http://vali-g1.cp31.ott.cibntv.net/youku/697446c85e14171c789dd2e19/030008010063EEE4E2010BE212B6CF96302AC3-4F0C-4E1C-85EC-C1951BACD94D.mp4?sid=167929725600010003194_00_B18920f2dde5e01b66b0d894b111478cb&sign=1ac94b68c382fdc16544442e8a85dd94&ctype=50&si=183&psid=85ac4a01039bd75c1105687b9bec8c1b41346,网络,2023-05-30 19:41:55,
1076409266,深空之眼背水一战！2.0憋了个大，但是...,80304,http://i2.hdslb.com/bfs/archive/c4682d5e937eef422dc7bd7d766857ddba192ed5.jpg,169340,16667,678,350,925,http://vali-g1.cp31.ott.cibntv.net/youku/697446c85e14171c789dd2e19/030008010063EEE4E2010BE212B6CF96302AC3-4F0C-4E1C-85EC-C1951BACD94D.mp4?sid=167929725600010003194_00_B18920f2dde5e01b66b0d894b111478cb&sign=1ac94b68c382fdc16544442e8a85dd94&ctype=50&si=183&psid=85ac4a01039bd75c1105687b9bec8c1b41346,行业太卷了，就大眼这质量，但凡早几年，不那么卷，也不至于到需要去赌一波的程度。不过大是真的好看。,2023-05-30 19:41:55,
1076493184,龙蜥：人家主播都是秒我，这主播是过来表演才艺。,17603188,http://i0.hdslb.com/bfs/archive/3cc4d2c28bbf1d35e580eaf4826eebd6f34229c3.jpg,141923,17016,613,1108,2627,http://vali-g1.cp31.ott.cibntv.net/youku/697446c85e14171c789dd2e19/030008010063EEE4E2010BE212B6CF96302AC3-4F0C-4E1C-85EC-C1951BACD94D.mp4?sid=167929725600010003194_00_B18920f2dde5e01b66b0d894b111478cb&sign=1ac94b68c382fdc16544442e8a85dd94&ctype=50&si=183&psid=85ac4a01039bd75c1105687b9bec8c1b41346,"B站直播间直达链接：https://live.bilibili.com/8864977
原神开播通知群：472129011
更新的一般都是娱乐视频
感谢大家关注~！！！",2023-05-30 19:41:55,
